3	2025-05-17 07:30:00	1	0	1	0
4	2025-05-17 07:30:00	1	0	1	0
5	2025-05-17 07:30:00	1	0	1	0
6	2025-05-17 07:30:00	1	0	1	0
7	2025-05-17 07:30:00	1	0	1	0
8	2025-05-17 07:30:00	1	0	1	0
9	2025-05-17 07:30:00	1	0	1	0
10	2025-05-17 07:30:00	1	0	1	0
11	2025-05-17 07:30:00	1	0	1	0
12	2025-05-17 07:30:00	1	0	1	0
13	2025-05-17 07:30:00	1	0	1	0
14	2025-05-17 07:30:00	1	0	1	0
15	2025-05-17 07:30:00	1	0	1	0
16	2025-05-17 07:30:00	1	0	1	0
17	2025-05-17 07:30:00	1	0	1	0
18	2025-05-17 07:30:00	1	0	1	0
19	2025-05-17 07:30:00	1	0	1	0
20	2025-05-17 07:30:00	1	0	1	0
21	2025-05-17 07:30:00	1	0	1	0
22	2025-05-17 07:30:00	1	0	1	0
23	2025-05-17 07:30:00	1	0	1	0
24	2025-05-17 07:30:00	1	0	1	0
151	2025-05-17 13:10:00	1	0	1	0
153	2025-05-17 13:10:00	1	0	1	0
154	2025-05-17 13:10:00	1	0	1	0
155	2025-05-17 13:10:00	1	0	1	0
156	2025-05-17 13:10:00	1	0	1	0
157	2025-05-17 13:10:00	1	0	1	0
158	2025-05-17 13:10:00	1	0	1	0
159	2025-05-17 13:10:00	1	0	1	0
160	2025-05-17 13:10:00	1	0	1	0
161	2025-05-17 13:10:00	1	0	1	0
162	2025-05-17 13:10:00	1	0	1	0
163	2025-05-17 13:10:00	1	0	1	0
164	2025-05-17 13:10:00	1	0	1	0
165	2025-05-17 13:10:00	1	0	1	0
166	2025-05-17 13:10:00	1	0	1	0
167	2025-05-17 13:10:00	1	0	1	0
168	2025-05-17 13:10:00	1	0	1	0
169	2025-05-17 13:10:00	1	0	1	0
170	2025-05-17 13:10:00	1	0	1	0
171	2025-05-17 13:10:00	1	0	1	0
172	2025-05-17 13:10:00	1	0	1	0
173	2025-05-17 13:10:00	1	0	1	0
174	2025-05-17 13:10:00	1	0	1	0
