      314	2000-01-04 19:45:54	1	0	1	0
      297	2000-01-04 19:46:12	1	0	1	0
      295	2000-01-04 19:46:19	1	0	1	0
      323	2000-01-04 19:46:30	1	0	1	0
      279	2000-01-04 19:46:35	1	0	1	0
      314	2000-01-04 19:47:34	1	0	1	0
      323	2000-01-04 19:47:39	1	0	1	0
      307	2000-01-04 19:50:45	1	0	1	0
      278	2000-01-04 19:51:18	1	0	1	0
      282	2000-01-04 19:53:37	1	0	1	0
      294	2000-01-04 20:00:13	1	0	1	0
      291	2000-01-04 20:00:17	1	0	1	0
      291	2000-01-04 20:00:19	1	0	1	0
      293	2000-01-04 20:00:42	1	0	1	0
      298	2000-01-04 20:00:53	1	0	1	0
      293	2000-01-04 20:00:57	1	0	1	0
      301	2000-01-04 20:01:49	1	0	1	0
      299	2000-01-04 20:13:21	1	0	1	0
      288	2000-01-04 20:13:25	1	0	1	0
      321	2000-01-04 20:30:01	1	0	1	0
      282	2000-01-05 19:54:57	1	0	1	0
      280	2000-01-05 19:55:01	1	0	1	0
      278	2000-01-05 19:55:05	1	0	1	0
      301	2000-01-05 20:01:09	1	0	1	0
      226	2000-01-05 20:07:33	1	0	1	0
      277	2000-01-05 20:09:00	1	0	1	0
      303	2000-01-05 20:09:04	1	0	1	0
      321	2000-01-05 20:15:00	1	0	1	0
      283	2000-01-05 23:10:25	1	0	1	0
      294	2000-01-05 23:10:31	1	0	1	0
      323	2000-01-06 19:47:20	1	0	1	0
      282	2000-01-06 20:02:30	1	0	1	0
      301	2000-01-06 20:07:10	1	0	1	0
      321	2000-01-06 20:16:44	1	0	1	0
      278	2000-01-06 20:36:37	1	0	1	0
      297	2000-01-07 19:46:58	1	0	1	0
      295	2000-01-07 19:47:02	1	0	1	0
      280	2000-01-07 19:52:24	1	0	1	0
      279	2000-01-07 19:52:38	1	0	1	0
      293	2000-01-07 19:55:31	1	0	1	0
      307	2000-01-07 19:55:34	1	0	1	0
      298	2000-01-07 19:55:43	1	0	1	0
      278	2000-01-07 19:55:49	1	0	1	0
      291	2000-01-07 19:56:02	1	0	1	0
      282	2000-01-07 19:57:04	1	0	1	0
      294	2000-01-07 19:59:07	1	0	1	0
      283	2000-01-07 19:59:08	1	0	1	0
      323	2000-01-07 20:04:15	1	0	1	0
      288	2000-01-07 20:05:31	1	0	1	0
      299	2000-01-07 20:05:33	1	0	1	0
      300	2000-01-07 20:05:46	1	0	1	0
      311	2000-01-07 21:50:16	1	0	1	0
      325	2000-01-07 21:50:20	1	0	1	0
      308	2000-01-07 21:50:25	1	0	1	0
      252	2000-01-01 00:00:17	1	0	1	0
      253	2000-01-01 00:00:21	1	0	1	0
      168	2000-01-01 00:01:28	1	0	1	0
      222	2000-01-01 00:01:36	1	0	1	0
      175	2000-01-01 00:03:12	1	0	1	0
      191	2000-01-01 00:03:18	1	0	1	0
      184	2000-01-01 00:03:49	1	0	1	0
      254	2000-01-01 00:03:55	1	0	1	0
      183	2000-01-01 00:04:20	1	0	1	0
      273	2000-01-01 00:04:26	1	0	1	0
      259	2000-01-01 00:04:31	1	0	1	0
      258	2000-01-01 00:04:37	1	0	1	0
      188	2000-01-01 00:04:41	1	0	1	0
      224	2000-01-01 00:04:48	1	0	1	0
      190	2000-01-01 00:05:11	1	0	1	0
      265	2000-01-01 00:05:15	1	0	1	0
      266	2000-01-01 00:05:48	1	0	1	0
      255	2000-01-01 00:05:56	1	0	1	0
      272	2000-01-01 00:05:59	1	0	1	0
      261	2000-01-01 00:06:03	1	0	1	0
      274	2000-01-01 00:06:37	1	0	1	0
